Date,AMZN,GS,NVDA
2021-06-15,169.156494140625,337.2333068847656,17.752025604248047
2021-06-16,170.7624969482422,336.9609069824219,17.77372932434082
2021-06-17,174.46200561523438,328.3324890136719,18.61899185180664
2021-06-18,174.34500122070312,316.824951171875,18.600534439086914
2021-06-21,172.697998046875,324.7358703613281,18.389469146728516
2021-06-22,175.27200317382812,324.726806640625,18.8480281829834
2021-06-23,175.1909942626953,327.9237976074219,19.018173217773438
2021-06-24,172.45399475097656,334.9173278808594,19.166120529174805
2021-06-25,170.072998046875,334.93548583984375,18.991973876953125
2021-06-28,172.1945037841797,334.8809814453125,19.94402313232422
2021-06-29,172.40699768066406,338.4322509765625,19.985685348510742
2021-06-30,172.00799560546875,344.7082824707031,19.96148681640625
2021-07-01,171.64849853515625,340.58477783203125,20.170560836791992
2021-07-02,175.5489959716797,339.8309326171875,20.444992065429688
2021-07-06,183.78700256347656,335.9254455566406,20.65605926513672
2021-07-07,184.82899475097656,333.9364318847656,20.329978942871094
2021-07-08,186.57049560546875,326.0074768066406,19.861940383911133
2021-07-09,185.9669952392578,337.651123046875,20.009138107299805
2021-07-12,185.92750549316406,345.5892639160156,20.470439910888672
2021-07-13,183.8679962158203,341.4840393066406,20.208478927612305
2021-07-14,184.08399963378906,340.0489196777344,19.80081558227539
2021-07-15,181.55999755859375,339.0953063964844,18.927364349365234
2021-07-16,178.68150329589844,331.32977294921875,18.123762130737305
2021-07-19,177.47950744628906,322.1745910644531,18.74124526977539
2021-07-20,178.6595001220703,331.2934265136719,18.57383918762207
2021-07-21,179.25999450683594,339.2314758300781,19.37019920349121
2021-07-22,181.90150451660156,338.51397705078125,19.553823471069336
2021-07-23,182.83200073242188,339.7310791015625,19.517902374267578
2021-07-26,184.99099731445312,341.4112854003906,19.254440307617188
2021-07-27,181.3195037841797,340.4485778808594,19.168615341186523
2021-07-28,181.51600646972656,339.89459228515625,19.463010787963867
2021-07-29,179.99600219726562,342.909912109375,19.621686935424805
2021-07-30,166.37950134277344,340.48492431640625,19.459020614624023
2021-08-02,166.57400512695312,343.4911193847656,19.709505081176758
2021-08-03,168.31199645996094,345.4621276855469,19.774375915527344
2021-08-04,167.73599243164062,343.19146728515625,20.232433319091797
2021-08-05,168.79949951171875,349.0405578613281,20.594684600830078
2021-08-06,167.2469940185547,361.3837585449219,20.32424545288086
2021-08-09,167.093505859375,363.191162109375,20.253387451171875
2021-08-10,166.03399658203125,370.5389404296875,19.895122528076172
2021-08-11,164.60549926757812,375.9157409667969,19.658607482910156
2021-08-12,165.1750030517578,376.9238586425781,19.864187240600586
2021-08-13,164.69850158691406,373.0910949707031,20.146608352661133
2021-08-16,164.94949340820312,370.884033203125,19.909093856811523
2021-08-17,162.09800720214844,367.81414794921875,19.418102264404297
2021-08-18,160.06100463867188,362.21026611328125,19.000961303710938
2021-08-19,159.3874969482422,357.4601135253906,19.75740623474121
2021-08-20,159.99749755859375,359.5490417480469,20.773319244384766
2021-08-23,163.2935028076172,364.6170959472656,21.912979125976562
2021-08-24,165.28900146484375,371.0748291015625,21.748313903808594
2021-08-25,164.95899963378906,375.2164001464844,22.16745376586914
2021-08-26,165.8000030517578,374.57159423828125,22.02275276184082
2021-08-27,167.48150634765625,381.1835632324219,22.58958625793457
2021-08-30,171.07850646972656,375.6523742675781,22.641483306884766
2021-08-31,173.5395050048828,377.3955078125,22.343040466308594
2021-09-01,173.9499969482422,377.5324401855469,22.398935317993164
2021-09-02,173.156005859375,378.2991027832031,22.35401725769043
2021-09-03,173.90249633789062,375.3876647949219,22.80018424987793
2021-09-07,175.46449279785156,374.48419189453125,22.619524002075195
2021-09-08,176.27499389648438,369.6287536621094,22.297128677368164
2021-09-09,174.20799255371094,369.24542236328125,22.135433197021484
2021-09-10,173.45750427246094,368.24151611328125,22.43586540222168
2021-09-13,172.85850524902344,373.5167236328125,22.110475540161133
2021-09-14,172.5,368.4331970214844,22.20030975341797
2021-09-15,173.7895050048828,366.8451232910156,22.29912567138672
2021-09-16,174.41200256347656,362.0354309082031,22.20030975341797
2021-09-17,173.12600708007812,357.2713317871094,21.858949661254883
2021-09-20,167.7864990234375,345.10552978515625,21.073427200317383
2021-09-21,167.18150329589844,343.0155029296875,21.206178665161133
2021-09-22,169.00250244140625,351.8044738769531,21.899873733520508
2021-09-23,170.8000030517578,357.6363830566406,22.43985939025879
2021-09-24,171.2760009765625,356.7145690917969,22.039613723754883
2021-09-27,170.2899932861328,364.8920593261719,21.619400024414062
2021-09-28,165.79800415039062,355.4825439453125,20.660202026367188
2021-09-29,165.05599975585938,351.27508544921875,20.47854232788086
2021-09-30,164.2519989013672,345.01422119140625,20.677167892456055
2021-10-01,164.16299438476562,346.8121643066406,20.703123092651367
2021-10-04,159.48899841308594,341.47314453125,19.695011138916016
2021-10-05,161.0500030517578,352.1147766113281,20.412668228149414
2021-10-06,163.10049438476562,354.1591491699219,20.66119956970215
2021-10-07,165.1215057373047,356.50469970703125,21.035497665405273
2021-10-08,164.43099975585938,358.50335693359375,20.791954040527344
2021-10-11,162.31500244140625,351.594482421875,20.65620994567871
2021-10-12,162.3665008544922,352.7718811035156,20.632251739501953
2021-10-13,164.21400451660156,352.5711364746094,20.899751663208008
2021-10-14,164.9929962158203,357.03399658203125,21.70524024963379
2021-10-15,170.4510040283203,370.6053771972656,21.821025848388672
2021-10-18,172.33700561523438,377.5598449707031,22.18035125732422
2021-10-19,172.20750427246094,376.1634826660156,22.248218536376953
2021-10-20,170.7530059814453,372.2664489746094,22.061569213867188
2021-10-21,171.75050354003906,371.99261474609375,22.649465560913086
2021-10-22,166.77749633789062,378.13482666015625,22.68340301513672
2021-10-25,166.01849365234375,378.5272521972656,23.12257957458496
2021-10-26,168.80349731445312,381.1374206542969,24.670669555664062
2021-10-27,169.62449645996094,375.09564208984375,24.405166625976562
2021-10-28,172.32850646972656,378.59112548828125,24.89425277709961
2021-10-29,168.6215057373047,377.2495422363281,25.519073486328125
2021-11-01,165.90550231933594,380.3069763183594,25.778593063354492
2021-11-02,165.6374969482422,386.8325500488281,26.35150909423828
2021-11-03,169.1999969482422,381.4020690917969,26.548145294189453
2021-11-04,173.85000610351562,372.4306335449219,29.745141983032227
2021-11-05,175.94949340820312,371.527099609375,29.69623565673828
2021-11-08,174.44900512695312,372.67706298828125,30.746267318725586
2021-11-09,178.81149291992188,369.94830322265625,30.599536895751953
2021-11-10,174.1024932861328,364.26226806640625,29.403783798217773
2021-11-11,173.625,367.2010803222656,30.33303451538086
2021-11-12,176.25750732421875,369.5466003417969,30.33303451538086
2021-11-15,177.28399658203125,369.455322265625,29.968719482421875
2021-11-16,177.03500366210938,367.8856201171875,30.146385192871094
2021-11-17,177.4499969482422,357.35345458984375,29.206153869628906
2021-11-18,184.80299377441406,357.1891784667969,31.61562728881836
2021-11-19,183.82850646972656,353.5567932128906,32.92317199707031
2021-11-22,178.6284942626953,361.56085205078125,31.896099090576172
2021-11-23,179.0019989013672,370.85174560546875,31.68649673461914
2021-11-24,179.02049255371094,364.3262023925781,32.612754821777344
2021-11-26,175.22799682617188,355.38214111328125,31.44394874572754
2021-11-29,178.07850646972656,352.781005859375,33.31344223022461
2021-11-30,175.35350036621094,347.7156677246094,32.61475372314453
2021-12-01,172.18600463867188,345.4128723144531,31.37991714477539
2021-12-02,171.8679962158203,355.5602111816406,32.0697021484375
2021-12-03,169.489501953125,351.1471252441406,30.639217376708984
2021-12-06,171.36849975585938,357.1748962402344,29.984371185302734
2021-12-07,176.1645050048828,367.0928955078125,32.37017822265625
2021-12-08,176.1580047607422,364.5331115722656,31.770231246948242
2021-12-09,174.17100524902344,363.7715759277344,30.436574935913086
2021-12-10,172.21200561523438,358.7897033691406,30.14508819580078
2021-12-13,169.5675048828125,352.8995361328125,28.11165428161621
2021-12-14,169.0915069580078,356.7345275878906,28.2873477935791
2021-12-15,173.31500244140625,357.734619140625,30.405628204345703
2021-12-16,168.87100219726562,364.5790100097656,28.33725929260254
2021-12-17,170.0175018310547,350.2938232421875,27.752286911010742
2021-12-20,167.07899475097656,340.9446716308594,27.670427322387695
2021-12-21,170.41700744628906,348.93597412109375,29.024057388305664
2021-12-22,171.03700256347656,350.7801208496094,29.348487854003906
2021-12-23,171.06849670410156,353.2665100097656,29.588064193725586
2021-12-27,169.66949462890625,356.0189514160156,30.890779495239258
2021-12-28,170.66099548339844,355.6243896484375,30.268869400024414
2021-12-29,169.2010040283203,354.3307800292969,29.94843101501465
2021-12-30,168.64450073242188,353.7069091796875,29.534162521362305
2021-12-31,166.7169952392578,350.9819030761719,29.359466552734375
2022-01-03,170.4044952392578,362.70733642578125,30.06822395324707
2022-01-04,167.52200317382812,373.8547058105469,29.238679885864258
2022-01-05,164.35699462890625,365.7350769042969,27.55562973022461
2022-01-06,163.25399780273438,364.1752624511719,28.128625869750977
2022-01-07,162.5540008544922,364.7074279785156,27.199260711669922
2022-01-10,161.48599243164062,366.2304382324219,27.351987838745117
2022-01-11,165.36199951171875,369.790283203125,27.768259048461914
2022-01-12,165.20700073242188,358.1015930175781,27.949941635131836
2022-01-13,161.21400451660156,358.55120849609375,26.528440475463867
2022-01-14,162.13800048828125,349.5047912597656,26.894792556762695
2022-01-18,158.91749572753906,325.1549072265625,25.85761260986328
2022-01-19,156.2989959716797,318.6591491699219,25.0230770111084
2022-01-20,151.66749572753906,319.37481689453125,24.107683181762695
2022-01-21,142.64300537109375,315.5305480957031,23.333045959472656
2022-01-24,144.54400634765625,315.0534973144531,23.33104705810547
2022-01-25,139.98599243164062,313.36529541015625,22.284883499145508
2022-01-26,138.87249755859375,314.4020080566406,22.73210334777832
2022-01-27,139.6374969482422,312.88818359375,21.905553817749023
2022-01-28,143.97799682617188,318.3747863769531,22.79998016357422
2022-01-31,149.57350158691406,325.4118347167969,24.443098068237305
2022-02-01,151.19349670410156,334.0177001953125,24.594829559326172
2022-02-02,150.6125030517578,333.1002197265625,25.197771072387695
2022-02-03,138.8455047607422,329.2652282714844,23.906036376953125
2022-02-04,157.63949584960938,337.2656555175781,24.27638816833496
2022-02-07,157.9355010986328,337.7702331542969,24.68467140197754
2022-02-08,161.4134979248047,339.559326171875,25.064006805419922
2022-02-09,161.1894989013672,343.62371826171875,26.658205032348633
2022-02-10,159.0034942626953,339.9905700683594,25.778751373291016
2022-02-11,153.2935028076172,333.1002197265625,23.907033920288086
2022-02-14,155.16700744628906,330.5129699707031,24.2244815826416
2022-02-15,156.510498046875,333.9076843261719,26.44857406616211
2022-02-16,158.10049438476562,330.338623046875,26.46454620361328
2022-02-17,154.65249633789062,320.25555419921875,24.46405792236328
2022-02-18,152.60150146484375,317.4847717285156,23.60057258605957
2022-02-22,150.19749450683594,315.86083984375,23.349016189575195
2022-02-23,144.82699584960938,313.03497314453125,22.347774505615234
2022-02-24,151.35800170898438,312.1175537109375,23.706390380859375
2022-02-25,153.7884979248047,321.22808837890625,24.114669799804688
2022-02-28,153.56300354003906,313.126708984375,24.342273712158203
2022-03-01,151.14199829101562,302.89190673828125,23.435861587524414
2022-03-02,152.05250549316406,310.4411315917969,24.181678771972656
2022-03-03,147.89849853515625,307.7094421386719,23.676483154296875
2022-03-04,145.64100646972656,304.24853515625,22.89971160888672
2022-03-07,137.4530029296875,297.0684814453125,21.318218231201172
2022-03-08,136.01449584960938,296.58856201171875,21.479965209960938
2022-03-09,139.2790069580078,307.8662414550781,22.977588653564453
2022-03-10,146.8175048828125,304.4607849121094,22.622154235839844
2022-03-11,145.52450561523438,301.784423828125,22.065034866333008
2022-03-14,141.85299682617188,299.9202575683594,21.296253204345703
2022-03-15,147.3665008544922,303.7778625488281,22.9366512298584
2022-03-16,153.10400390625,314.4833679199219,24.457242965698242
2022-03-17,157.23899841308594,316.7998046875,24.72681999206543
2022-03-18,161.25050354003906,318.7471618652344,26.411149978637695
2022-03-21,161.4915008544922,312.8591003417969,26.69170570373535
2022-03-22,164.88900756835938,316.55987548828125,26.482038497924805
2022-03-23,163.4080047607422,309.73046875,25.59344482421875
2022-03-24,163.64950561523438,310.302734375,28.105466842651367
2022-03-25,164.77349853515625,311.4654846191406,27.6481876373291
2022-03-28,168.99049377441406,309.4443664550781,28.174354553222656
2022-03-29,169.31500244140625,313.46820068359375,28.610660552978516
2022-03-30,166.30099487304688,309.7120361328125,27.646194458007812
2022-03-31,162.99749755859375,304.6454162597656,27.242830276489258
2022-04-01,163.55999755859375,304.75616455078125,26.66973876953125
2022-04-04,168.34649658203125,302.9011535644531,27.316715240478516
2022-04-05,164.05499267578125,298.9788513183594,25.88997459411621
2022-04-06,158.75599670410156,291.87261962890625,24.36838150024414
2022-04-07,157.7845001220703,289.92529296875,24.169702529907227
2022-04-08,154.4604949951172,296.6070556640625,23.082426071166992
2022-04-11,151.1219940185547,296.0256042480469,21.88232421875
2022-04-12,150.78750610351562,295.1211853027344,21.4699764251709
2022-04-13,155.54100036621094,297.1422424316406,22.167869567871094
2022-04-14,151.7064971923828,296.8377990722656,21.224363327026367
2022-04-18,152.78500366210938,304.4423522949219,21.7485408782959
2022-04-19,158.11549377441406,310.04425048828125,22.162879943847656
2022-04-20,153.9980010986328,314.76025390625,21.44801139831543
2022-04-21,148.29600524902344,308.52154541015625,20.151071548461914
2022-04-22,144.35000610351562,295.1119689941406,19.48412322998047
2022-04-25,146.07400512695312,296.634765625,19.870513916015625
2022-04-26,139.39100646972656,288.9747314453125,18.758275985717773
2022-04-27,138.16700744628906,289.0762939453125,18.385866165161133
2022-04-28,144.59649658203125,293.8567810058594,19.750703811645508
2022-04-29,124.28150177001953,281.93310546875,18.517654418945312
2022-05-02,124.5,286.48297119140625,19.502099990844727
2022-05-03,124.25350189208984,290.39605712890625,19.57099151611328
2022-05-04,125.92849731445312,299.1172790527344,20.301828384399414
2022-05-05,116.40699768066406,288.9286193847656,18.814186096191406
2022-05-06,114.77249908447266,288.8270568847656,18.64545440673828
2022-05-09,108.78900146484375,285.0709533691406,16.92318344116211
2022-05-10,108.85900115966797,281.5362548828125,17.567163467407227
2022-05-11,105.37200164794922,278.2969055175781,16.60369110107422
2022-05-12,106.93049621582031,276.3219299316406,16.149412155151367
2022-05-13,113.05500030517578,283.3174133300781,17.677988052368164
2022-05-16,110.81050109863281,280.0411682128906,17.23668670654297
2022-05-17,115.36849975585938,288.8363342285156,18.148239135742188
2022-05-18,107.11250305175781,283.0774841308594,16.911203384399414
2022-05-19,107.31900024414062,284.4341125488281,17.09691047668457
2022-05-20,107.59100341796875,283.14208984375,16.66758918762207
2022-05-23,107.55699920654297,292.19561767578125,16.87126350402832
2022-05-24,104.0999984741211,289.74072265625,16.128442764282227
2022-05-25,106.7750015258789,290.617431640625,16.948143005371094
2022-05-26,111.07749938964844,298.6742858886719,17.82275390625
2022-05-27,115.14649963378906,303.24261474609375,18.781238555908203
2022-05-31,120.20950317382812,303.4933166503906,18.642457962036133
2022-06-01,121.68399810791016,298.85064697265625,18.291015625
2022-06-02,125.51100158691406,301.0790710449219,19.560998916625977
2022-06-03,122.3499984741211,295.9071350097656,18.690383911132812
2022-06-06,124.79000091552734,297.6063232421875,18.756275177001953
2022-06-07,123.0,298.534912109375,18.896055221557617
2022-06-08,121.18000030517578,292.1929626464844,18.622432708740234
2022-06-09,116.1500015258789,282.4804382324219,18.02325439453125
2022-06-10,109.6500015258789,266.5095520019531,16.950729370117188
2022-06-13,103.66999816894531,263.0739440917969,15.62554931640625
2022-06-14,102.30999755859375,262.3497314453125,15.814287185668945
2022-06-15,107.66999816894531,269.34161376953125,16.50433921813965
2022-06-16,103.66000366210938,264.6153869628906,15.579608917236328
2022-06-17,106.22000122070312,259.7962341308594,15.85822868347168
2022-06-21,108.68000030517578,264.4574890136719,16.543289184570312
2022-06-22,108.94999694824219,264.2067565917969,16.337574005126953
2022-06-23,112.44000244140625,265.72027587890625,16.202756881713867
2022-06-24,116.45999908447266,281.11553955078125,17.102521896362305
2022-06-27,113.22000122070312,279.28631591796875,16.84587287902832
2022-06-28,107.4000015258789,278.0885009765625,15.960089683532715
2022-06-29,108.91999816894531,281.60760498046875,15.520691871643066
2022-06-30,106.20999908447266,275.794921875,15.13821792602539
2022-07-01,109.55999755859375,277.84698486328125,14.503087043762207
2022-07-05,113.5,275.9620666503906,14.94348430633545
2022-07-06,114.33000183105469,272.76788330078125,15.109256744384766
2022-07-07,116.33000183105469,277.2620544433594,15.836257934570312
2022-07-08,115.54000091552734,275.28424072265625,15.816285133361816
2022-07-11,111.75,272.2294006347656,15.131227493286133
2022-07-12,109.22000122070312,271.62579345703125,15.061322212219238
2022-07-13,110.4000015258789,269.4158630371094,15.143208503723145
2022-07-14,110.62999725341797,261.46759033203125,15.350924491882324
2022-07-15,113.55000305175781,272.87005615234375,15.740389823913574
2022-07-18,113.76000213623047,279.73199462890625,16.07892417907715
2022-07-19,118.20999908447266,295.32208251953125,16.968704223632812
2022-07-20,122.7699966430664,298.4792175292969,17.78258514404297
2022-07-21,124.62999725341797,303.2054748535156,18.025253295898438
2022-07-22,122.41999816894531,300.7819519042969,17.29525375366211
2022-07-25,121.13999938964844,300.9583740234375,17.000659942626953
2022-07-26,114.80999755859375,295.78643798828125,16.510332107543945
2022-07-27,120.97000122070312,301.3483581542969,17.765609741210938
2022-07-28,122.27999877929688,305.5917663574219,17.95934295654297
2022-07-29,134.9499969482422,309.5660400390625,18.138097763061523
2022-08-01,135.38999938964844,308.3495788574219,18.415719985961914
2022-08-02,134.16000366210938,304.44970703125,18.500598907470703
2022-08-03,139.52000427246094,309.3616638183594,18.86709213256836
2022-08-04,142.57000732421875,308.15460205078125,19.188655853271484
2022-08-05,140.8000030517578,310.7544860839844,18.96296501159668
2022-08-08,139.41000366210938,310.7637634277344,17.76860809326172
2022-08-09,137.8300018310547,312.5651550292969,17.06257438659668
2022-08-10,142.69000244140625,323.0483703613281,18.072187423706055
2022-08-11,140.63999938964844,326.5489807128906,17.917402267456055
2022-08-12,143.5500030517578,328.5361022949219,18.683349609375
2022-08-15,143.17999267578125,330.42095947265625,19.005905151367188
2022-08-16,144.77999877929688,329.6038513183594,18.853116989135742
2022-08-17,142.10000610351562,328.4617919921875,18.309860229492188
2022-08-18,142.3000030517578,329.1860046386719,18.747262954711914
2022-08-19,138.22999572753906,324.3111877441406,17.824525833129883
2022-08-22,133.22000122070312,317.9507141113281,17.010648727416992
2022-08-23,133.6199951171875,315.8707275390625,17.157445907592773
2022-08-24,133.8000030517578,317.5049743652344,17.198389053344727
2022-08-25,137.27999877929688,321.7298278808594,17.888439178466797
2022-08-26,130.75,312.3608703613281,16.23770523071289
2022-08-29,129.7899932861328,310.05810546875,15.779336929321289
2022-08-30,128.72999572753906,309.78887939453125,15.446792602539062
2022-08-31,126.7699966430664,311.2295227050781,15.073305130004883
2022-09-01,127.81999969482422,312.00604248046875,13.917891502380371
2022-09-02,127.51000213623047,310.1162109375,13.628291130065918
2022-09-06,126.11000061035156,305.4478454589844,13.446537017822266
2022-09-07,129.47999572753906,309.25555419921875,13.699267387390137
2022-09-08,129.82000732421875,313.764892578125,13.974970817565918
2022-09-09,133.27000427246094,318.1806640625,14.37154483795166
2022-09-12,136.4499969482422,320.5008239746094,14.489418029785156
2022-09-13,126.81999969482422,307.22540283203125,13.11689281463623
2022-09-14,128.5500030517578,306.1682434082031,13.113896369934082
2022-09-15,126.27999877929688,310.24725341796875,12.91511058807373
2022-09-16,123.52999877929688,305.1859436035156,13.183820724487305
2022-09-19,124.66000366210938,307.47796630859375,13.367623329162598
2022-09-20,122.19000244140625,302.426025390625,13.161844253540039
2022-09-21,118.54000091552734,300.0403137207031,13.246753692626953
2022-09-22,117.30999755859375,292.7524719238281,12.547504425048828
2022-09-23,113.77999877929688,282.5081787109375,12.502553939819336
2022-09-26,115.1500015258789,275.6318664550781,12.214863777160645
2022-09-27,114.41000366210938,272.6007385253906,12.399664878845215
2022-09-28,118.01000213623047,281.4042053222656,12.722317695617676
2022-09-29,114.80000305175781,277.02581787109375,12.206872940063477
2022-09-30,113.0,274.1630859375,12.125960350036621
2022-10-03,115.87999725341797,279.8699035644531,12.49855899810791
2022-10-04,121.08999633789062,294.5767822265625,13.152854919433594
2022-10-05,120.94999694824219,289.0851135253906,13.194808959960938
2022-10-06,120.30000305175781,285.0341491699219,13.115893363952637
2022-10-07,114.55999755859375,281.675537109375,12.063026428222656
2022-10-10,113.66999816894531,281.17034912109375,11.657464027404785
2022-10-11,112.20999908447266,275.2482604980469,11.573554039001465
2022-10-12,112.9000015258789,276.2774353027344,11.487645149230957
2022-10-13,112.52999877929688,287.27947998046875,11.947152137756348
2022-10-14,106.9000015258789,280.6557922363281,11.21493911743164
2022-10-17,113.79000091552734,286.9426574707031,11.875226974487305
2022-10-18,116.36000061035156,293.6225280761719,11.954143524169922
2022-10-19,115.06999969482422,291.6672058105469,12.03805160522461
2022-10-20,115.25,290.7784118652344,12.180900573730469
2022-10-21,119.31999969482422,304.1474304199219,12.452606201171875
